,canonical_smiles,molecule_chembl_id,standard_value,bioactivity_class,pIC50
89,Nc1cccc(S(=O)(=O)n2cc(C(=O)N3CCN(C(=O)c4coc5ccccc5c4=O)CC3)c3ccccc32)c1,CHEMBL3740334,40000.0,inactive,4.698970004336019
90,Nc1cccc(S(=O)(=O)n2cc(C(=O)N3CCN(C(=O)c4coc5ccccc5c4=O)CC3)c3ccccc32)c1,CHEMBL3740334,40000.0,inactive,4.3979400086720375
91,Nc1cccc(-n2cc(C(=O)N3CCN(C(=O)c4coc5ccccc5c4=O)CC3)c3cc(N)ccc32)c1,CHEMBL3741278,40000.0,inactive,4.3979400086720375
92,Nc1cccc(-n2cc(C(=O)N3CCN(C(=O)c4coc5ccccc5c4=O)CC3)c3cc(N)ccc32)c1,CHEMBL3741278,40000.0,inactive,4.3979400086720375
93,Nc1cccc(-n2cc(C(=O)N3CCN(C(=O)c4coc5ccccc5c4=O)CC3)c3cc(N)ccc32)c1,CHEMBL3741278,40000.0,inactive,4.3979400086720375
94,Nc1cccc(-n2cc(C(=O)N3CCN(C(=O)c4coc5ccccc5c4=O)CC3)c3cc(N)ccc32)c1,CHEMBL3741278,40000.0,inactive,4.3979400086720375
95,O=C(c1coc2ccccc2c1=O)N1CCN(C(=O)c2cn(-c3cccc([N+](=O)[O-])c3)c3ccc([N+](=O)[O-])cc23)CC1,CHEMBL3740080,15000.0,inactive,4.823908740944319
96,O=C(c1coc2ccccc2c1=O)N1CCN(C(=O)c2cn(-c3cccc([N+](=O)[O-])c3)c3ccc([N+](=O)[O-])cc23)CC1,CHEMBL3740080,15000.0,inactive,4.698970004336019
97,O=C(c1coc2ccccc2c1=O)N1CCN(C(=O)c2cn(-c3cccc([N+](=O)[O-])c3)c3ccc([N+](=O)[O-])cc23)CC1,CHEMBL3740080,20000.0,inactive,4.823908740944319
98,O=C(c1coc2ccccc2c1=O)N1CCN(C(=O)c2cn(-c3cccc([N+](=O)[O-])c3)c3ccc([N+](=O)[O-])cc23)CC1,CHEMBL3740080,20000.0,inactive,4.698970004336019
99,O=C(c1coc2ccccc2c1=O)N1CCN(Cc2cn(-c3cccc(C(F)(F)F)c3)c3ccccc23)CC1,CHEMBL3741883,10000.0,inactive,5.0
100,O=C(c1coc2ccccc2c1=O)N1CCN(Cc2cn(-c3cccc(C(F)(F)F)c3)c3ccccc23)CC1,CHEMBL3741883,10000.0,inactive,4.698970004336019
101,O=C(c1coc2ccccc2c1=O)N1CCN(Cc2cn(-c3cccc(C(F)(F)F)c3)c3ccccc23)CC1,CHEMBL3741883,20000.0,inactive,5.0
102,O=C(c1coc2ccccc2c1=O)N1CCN(Cc2cn(-c3cccc(C(F)(F)F)c3)c3ccccc23)CC1,CHEMBL3741883,20000.0,inactive,4.698970004336019
103,O=C(c1ccc2ccccc2c1)N1CCN(Cc2cn(-c3cccc(C(F)(F)F)c3)c3ccccc23)CC1,CHEMBL3741926,20000.0,inactive,4.698970004336019
104,O=C(c1ccc2ccccc2c1)N1CCN(Cc2cn(-c3cccc(C(F)(F)F)c3)c3ccccc23)CC1,CHEMBL3741926,20000.0,inactive,4.3979400086720375
105,O=C(c1ccc2ccccc2c1)N1CCN(Cc2cn(-c3cccc(C(F)(F)F)c3)c3ccccc23)CC1,CHEMBL3741926,40000.0,inactive,4.698970004336019
106,O=C(c1ccc2ccccc2c1)N1CCN(Cc2cn(-c3cccc(C(F)(F)F)c3)c3ccccc23)CC1,CHEMBL3741926,40000.0,inactive,4.3979400086720375
107,O=C(c1ccccc1)N1CCN(Cc2cn(-c3cccc(C(F)(F)F)c3)c3ccccc23)CC1,CHEMBL3741027,15000.0,inactive,4.823908740944319
108,O=C(c1ccccc1)N1CCN(Cc2cn(-c3cccc(C(F)(F)F)c3)c3ccccc23)CC1,CHEMBL3741027,15000.0,inactive,4.698970004336019
109,O=C(c1ccccc1)N1CCN(Cc2cn(-c3cccc(C(F)(F)F)c3)c3ccccc23)CC1,CHEMBL3741027,20000.0,inactive,4.823908740944319
110,O=C(c1ccccc1)N1CCN(Cc2cn(-c3cccc(C(F)(F)F)c3)c3ccccc23)CC1,CHEMBL3741027,20000.0,inactive,4.698970004336019
111,O=C(NCCCNC(=O)c1cn(S(=O)(=O)c2ccccc2)c2ccccc12)c1coc2ccccc2c1=O,CHEMBL3740564,20000.0,inactive,4.698970004336019
112,O=C(NCCCNC(=O)c1cn(S(=O)(=O)c2ccccc2)c2ccccc12)c1coc2ccccc2c1=O,CHEMBL3740564,20000.0,inactive,4.3979400086720375
